workload,baseline_ns,candidate_ns,native_delta_percent,native_uncertainty_ns,native_failed,baseline_instructions,candidate_instructions,instructions_delta_percent,instructions_failed
corpus_clickbench/12,103600.0,96110.0,-7.22972972972973,46210.0,False,1166021,1164371,-0.14150688538199568,False
corpus_clickbench/13,98410.0,87590.0,-10.994817599837415,29670.0,False,939548,937898,-0.17561636020724858,False
corpus_clickbench/14,103700.0,86930.0,-16.171648987463836,56210.0,False,1044451,1042801,-0.1579777318418959,False
corpus_clickbench/15,94720.0,102500.0,8.213682432432432,32570.0,False,1068928,1067278,-0.15436025625673572,False
corpus_clickbench/16,76420.0,70510.0,-7.733577597487569,15870.0,False,834365,832715,-0.19775517908828869,False
corpus_clickbench/17,85090.0,81320.0,-4.4306028910565285,34850.0,False,920853,919203,-0.17918169349505295,False
corpus_clickbench/18,71890.0,73180.0,1.7944081235220475,28490.0,False,838106,836456,-0.19687247197848481,False
corpus_clickbench/19,100100.0,96360.0,-3.7362637362637363,58250.0,False,1195258,1193608,-0.1380455098397166,False
corpus_clickbench/20,58870.0,59450.0,0.9852216748768473,16020.0,False,606407,604757,-0.27209448439744266,False
corpus_clickbench/21,60010.0,53530.0,-10.798200299950008,16290.0,False,551348,549698,-0.29926652495338696,False
